source,board,category_key,product_key,day_kst,n,n_snapshots,present_share,rank_mean,rank_min,rank_max,price_mode
oliveyoung,body,10000010003,A000000190626,2026-08-23,10,24,0.42,64.1,46,95,19350
oliveyoung,body,10000010003,A000000190626,2026-08-24,2,2,1.0,61,52,70,19350
oliveyoung,body,10000010003,A000000191160,2026-08-23,2,24,0.08,85,74,96,31900
oliveyoung,body,10000010003,A000000191923,2026-08-21,3,17,0.18,83,73,94,3200
oliveyoung,body,10000010003,A000000191923,2026-08-23,1,24,0.04,95,95,95,3200
oliveyoung,body,10000010003,A000000192083,2026-08-22,5,24,0.21,70,47,100,60590
oliveyoung,body,10000010003,A000000193286,2026-08-21,2,17,0.12,86.5,84,89,8000
oliveyoung,body,10000010003,A000000199461,2026-08-22,6,24,0.25,80,59,96,11900
oliveyoung,body,10000010003,A000000200149,2026-08-20,1,1,1.0,86,86,86,9700
oliveyoung,body,10000010003,A000000200149,2026-08-21,11,17,0.65,71.1,49,99,9700
oliveyoung,body,10000010003,A000000200149,2026-08-22,15,24,0.62,76.4,49,92,9700
oliveyoung,body,10000010003,A000000200149,2026-08-23,16,24,0.67,57.2,39,93,9700
oliveyoung,body,10000010003,A000000200537,2026-08-20,1,1,1.0,67,67,67,8900
oliveyoung,body,10000010003,A000000200537,2026-08-21,17,17,1.0,68.8,30,99,8900
oliveyoung,body,10000010003,A000000200537,2026-08-22,21,24,0.88,66.8,38,99,8900
oliveyoung,body,10000010003,A000000200537,2026-08-23,21,24,0.88,57.2,19,93,8900
oliveyoung,body,10000010003,A000000200537,2026-08-24,2,2,1.0,84.5,79,90,8900
oliveyoung,body,10000010003,A000000200957,2026-08-20,1,1,1.0,79,79,79,20160
oliveyoung,body,10000010003,A000000200957,2026-08-21,3,17,0.18,86.3,77,98,20160
oliveyoung,body,10000010003,A000000201709,2026-08-22,3,24,0.12,86.3,78,91,18300
oliveyoung,body,10000010003,A000000201711,2026-08-23,1,24,0.04,88,88,88,16800
oliveyoung,body,10000010003,A000000202506,2026-08-23,1,24,0.04,100,100,100,3920
oliveyoung,body,10000010003,A000000202527,2026-08-21,5,17,0.29,89.8,76,99,9900
oliveyoung,body,10000010003,A000000202527,2026-08-22,3,24,0.12,85.7,81,89,9900
oliveyoung,body,10000010003,A000000202527,2026-08-23,4,24,0.17,97.2,91,100,9900
oliveyoung,body,10000010003,A000000202573,2026-08-21,2,17,0.12,91,83,99,15900
oliveyoung,body,10000010003,A000000202795,2026-08-20,1,1,1.0,44,44,44,17500
oliveyoung,body,10000010003,A000000202795,2026-08-21,15,17,0.88,56,36,98,17500
oliveyoung,body,10000010003,A000000202795,2026-08-22,23,24,0.96,41.6,17,79,17500
oliveyoung,body,10000010003,A000000202795,2026-08-23,22,24,0.92,32.8,19,72,17500
oliveyoung,body,10000010003,A000000202795,2026-08-24,2,2,1.0,25,25,25,17500
oliveyoung,body,10000010003,A000000203644,2026-08-21,14,17,0.82,41.7,22,92,35900
oliveyoung,body,10000010003,A000000203644,2026-08-22,18,24,0.75,47.7,20,84,35900
oliveyoung,body,10000010003,A000000203644,2026-08-23,12,24,0.5,46.7,18,87,39900
oliveyoung,body,10000010003,A000000203644,2026-08-24,2,2,1.0,47.5,39,56,39900
oliveyoung,body,10000010003,A000000203983,2026-08-21,13,17,0.76,56.8,39,83,14400
oliveyoung,body,10000010003,A000000203983,2026-08-22,12,24,0.5,72.9,51,97,14400
oliveyoung,body,10000010003,A000000203983,2026-08-23,19,24,0.79,60.9,35,79,14400
oliveyoung,body,10000010003,A000000203983,2026-08-24,2,2,1.0,86,82,90,14400
oliveyoung,body,10000010003,A000000204123,2026-08-20,1,1,1.0,88,88,88,20900
oliveyoung,body,10000010003,A000000204123,2026-08-21,5,17,0.29,87.8,71,98,20900
oliveyoung,body,10000010003,A000000204123,2026-08-23,5,24,0.21,78.6,68,89,20900
oliveyoung,body,10000010003,A000000204123,2026-08-24,2,2,1.0,87,78,96,20900
oliveyoung,body,10000010003,A000000204131,2026-08-21,6,17,0.35,75.7,55,96,8900
oliveyoung,body,10000010003,A000000204131,2026-08-22,14,24,0.58,70.6,49,96,8900
oliveyoung,body,10000010003,A000000204131,2026-08-23,1,24,0.04,100,100,100,8900
oliveyoung,body,10000010003,A000000205389,2026-08-20,1,1,1.0,28,28,28,28440
oliveyoung,body,10000010003,A000000205389,2026-08-21,16,17,0.94,30.5,12,71,28440
oliveyoung,body,10000010003,A000000205389,2026-08-22,22,24,0.92,34.6,20,64,28440
oliveyoung,body,10000010003,A000000205389,2026-08-23,24,24,1.0,31.2,16,54,28440
oliveyoung,body,10000010003,A000000205389,2026-08-24,2,2,1.0,31,30,32,28440
oliveyoung,body,10000010003,A000000205652,2026-08-22,2,24,0.08,86,78,94,13500
oliveyoung,body,10000010003,A000000205652,2026-08-23,2,24,0.08,89.5,86,93,13500
oliveyoung,body,10000010003,A000000205660,2026-08-21,1,17,0.06,78,78,78,19300
oliveyoung,body,10000010003,A000000205667,2026-08-22,6,24,0.25,64.5,50,78,19800
oliveyoung,body,10000010003,A000000205667,2026-08-23,3,24,0.12,88,82,96,19800
oliveyoung,body,10000010003,A000000205802,2026-08-20,1,1,1.0,29,29,29,15100
oliveyoung,body,10000010003,A000000205802,2026-08-21,12,17,0.71,42.1,21,87,15100
oliveyoung,body,10000010003,A000000205802,2026-08-22,16,24,0.67,37.9,1,74,15700
oliveyoung,body,10000010003,A000000205802,2026-08-23,21,24,0.88,39.8,1,98,15700
oliveyoung,body,10000010003,A000000205802,2026-08-24,2,2,1.0,7,5,9,15700
oliveyoung,body,10000010003,A000000205872,2026-08-20,1,1,1.0,17,17,17,54100
oliveyoung,body,10000010003,A000000205872,2026-08-21,15,17,0.88,24.7,11,63,54100
oliveyoung,body,10000010003,A000000205872,2026-08-22,5,24,0.21,24.8,16,46,54100
oliveyoung,body,10000010003,A000000205923,2026-08-23,1,24,0.04,94,94,94,26820
oliveyoung,body,10000010003,A000000205928,2026-08-22,5,24,0.21,68,51,88,56900
oliveyoung,body,10000010003,A000000205929,2026-08-21,6,17,0.35,92.2,65,100,20640
oliveyoung,body,10000010003,A000000205929,2026-08-22,6,24,0.25,75.5,62,98,20640
oliveyoung,body,10000010003,A000000205929,2026-08-23,6,24,0.25,88.7,82,99,29900
oliveyoung,body,10000010003,A000000205931,2026-08-22,3,24,0.12,59,48,77,59900
oliveyoung,body,10000010003,A000000205937,2026-08-23,1,24,0.04,77,77,77,26820
oliveyoung,body,10000010003,A000000206059,2026-08-21,7,17,0.41,80.4,45,96,24900
oliveyoung,body,10000010003,A000000206059,2026-08-22,6,24,0.25,58.7,37,81,24900
oliveyoung,body,10000010003,A000000206682,2026-08-20,1,1,1.0,36,36,36,18000
oliveyoung,body,10000010003,A000000206682,2026-08-21,17,17,1.0,33.8,8,58,18000
oliveyoung,body,10000010003,A000000206682,2026-08-22,22,24,0.92,31.8,18,60,18000
oliveyoung,body,10000010003,A000000206682,2026-08-23,22,24,0.92,42.2,32,66,18000
oliveyoung,body,10000010003,A000000206682,2026-08-24,2,2,1.0,34.5,34,35,18000
oliveyoung,body,10000010003,A000000206683,2026-08-21,7,17,0.41,59.1,32,83,29000
oliveyoung,body,10000010003,A000000206683,2026-08-22,15,24,0.62,72.7,52,94,29000
oliveyoung,body,10000010003,A000000206683,2026-08-23,2,24,0.08,92.5,92,93,29000
oliveyoung,body,10000010003,A000000206683,2026-08-24,2,2,1.0,89,81,97,29000
oliveyoung,body,10000010003,A000000207705,2026-08-22,3,24,0.12,80.3,66,97,20300
oliveyoung,body,10000010003,A000000207705,2026-08-23,12,24,0.5,80.8,62,98,20300
oliveyoung,body,10000010003,A000000207705,2026-08-24,2,2,1.0,92.5,91,94,20300
oliveyoung,body,10000010003,A000000208490,2026-08-21,1,17,0.06,83,83,83,24000
oliveyoung,body,10000010003,A000000208490,2026-08-22,5,24,0.21,75.4,60,99,24000
oliveyoung,body,10000010003,A000000209146,2026-08-20,1,1,1.0,7,7,7,19900
oliveyoung,body,10000010003,A000000209146,2026-08-21,17,17,1.0,13.1,7,21,19900
oliveyoung,body,10000010003,A000000209146,2026-08-22,24,24,1.0,16.2,5,53,19900
oliveyoung,body,10000010003,A000000209146,2026-08-23,23,24,0.96,11.2,4,48,19900
oliveyoung,body,10000010003,A000000209146,2026-08-24,2,2,1.0,12,11,13,19900
oliveyoung,body,10000010003,A000000209837,2026-08-22,1,24,0.04,81,81,81,12900
oliveyoung,body,10000010003,A000000209837,2026-08-23,1,24,0.04,78,78,78,12900
oliveyoung,body,10000010003,A000000210209,2026-08-21,3,17,0.18,73,56,92,68000
oliveyoung,body,10000010003,A000000210918,2026-08-21,3,17,0.18,87.7,81,95,26650
oliveyoung,body,10000010003,A000000210918,2026-08-22,10,24,0.42,79.2,57,97,26650
oliveyoung,body,10000010003,A000000210918,2026-08-23,2,24,0.08,96,92,100,32900
oliveyoung,body,10000010003,A000000211014,2026-08-23,7,24,0.29,84.9,69,96,15900
oliveyoung,body,10000010003,A000000211073,2026-08-23,3,24,0.12,87.7,65,99,15900
oliveyoung,body,10000010003,A000000211073,2026-08-24,1,2,0.5,97,97,97,15900
oliveyoung,body,10000010003,A000000211096,2026-08-20,1,1,1.0,21,21,21,19300
oliveyoung,body,10000010003,A000000211096,2026-08-21,17,17,1.0,32.5,24,57,19300
oliveyoung,body,10000010003,A000000211096,2026-08-22,24,24,1.0,27.7,15,43,19300
oliveyoung,body,10000010003,A000000211096,2026-08-23,24,24,1.0,20.3,11,37,19300
oliveyoung,body,10000010003,A000000211096,2026-08-24,2,2,1.0,27.5,24,31,19300
oliveyoung,body,10000010003,A000000211366,2026-08-21,4,17,0.24,86.2,81,99,20800
oliveyoung,body,10000010003,A000000211366,2026-08-23,9,24,0.38,79.8,63,94,20800
oliveyoung,body,10000010003,A000000211588,2026-08-21,4,17,0.24,80,72,85,28500
oliveyoung,body,10000010003,A000000211588,2026-08-22,4,24,0.17,80,54,95,28500
oliveyoung,body,10000010003,A000000211588,2026-08-23,1,24,0.04,98,98,98,28500
oliveyoung,body,10000010003,A000000212833,2026-08-23,2,24,0.08,85.5,77,94,6900
oliveyoung,body,10000010003,A000000212844,2026-08-21,3,17,0.18,85.3,79,97,16000
oliveyoung,body,10000010003,A000000213073,2026-08-21,3,17,0.18,76.3,60,93,33000
oliveyoung,body,10000010003,A000000213073,2026-08-22,12,24,0.5,64.2,26,98,33000
oliveyoung,body,10000010003,A000000213073,2026-08-23,10,24,0.42,67.9,40,99,33000
oliveyoung,body,10000010003,A000000213191,2026-08-23,1,24,0.04,79,79,79,8250
oliveyoung,body,10000010003,A000000213542,2026-08-20,1,1,1.0,51,51,51,9900
oliveyoung,body,10000010003,A000000213542,2026-08-21,13,17,0.76,62.5,43,97,9900
oliveyoung,body,10000010003,A000000213542,2026-08-22,21,24,0.88,60.9,35,100,9900
oliveyoung,body,10000010003,A000000213542,2026-08-23,18,24,0.75,52.8,42,75,9900
oliveyoung,body,10000010003,A000000213542,2026-08-24,1,2,0.5,95,95,95,9900
oliveyoung,body,10000010003,A000000213954,2026-08-23,11,24,0.46,36.9,16,96,19900
oliveyoung,body,10000010003,A000000213954,2026-08-24,2,2,1.0,20,17,23,19900
oliveyoung,body,10000010003,A000000214921,2026-08-21,1,17,0.06,98,98,98,15900
oliveyoung,body,10000010003,A000000214921,2026-08-22,3,24,0.12,91.3,88,96,15900
oliveyoung,body,10000010003,A000000214971,2026-08-22,1,24,0.04,97,97,97,15900
oliveyoung,body,10000010003,A000000216108,2026-08-20,1,1,1.0,24,24,24,19900
oliveyoung,body,10000010003,A000000216108,2026-08-21,17,17,1.0,45.4,29,100,19900
oliveyoung,body,10000010003,A000000216108,2026-08-22,24,24,1.0,31.0,16,48,19900
oliveyoung,body,10000010003,A000000216108,2026-08-23,23,24,0.96,48.4,18,79,19900
oliveyoung,body,10000010003,A000000216108,2026-08-24,2,2,1.0,23.5,20,27,19900
oliveyoung,body,10000010003,A000000217401,2026-08-23,5,24,0.21,65,33,94,129000
oliveyoung,body,10000010003,A000000217595,2026-08-20,1,1,1.0,5,5,5,9900
oliveyoung,body,10000010003,A000000217595,2026-08-21,17,17,1.0,4.8,1,11,9900
oliveyoung,body,10000010003,A000000217595,2026-08-22,16,24,0.67,1.7,1,4,9900
oliveyoung,body,10000010003,A000000217765,2026-08-20,1,1,1.0,25,25,25,31900
oliveyoung,body,10000010003,A000000217765,2026-08-21,12,17,0.71,49.3,27,64,31900
oliveyoung,body,10000010003,A000000217765,2026-08-22,23,24,0.96,45.3,21,95,31900
oliveyoung,body,10000010003,A000000217765,2026-08-23,24,24,1.0,58.6,27,74,31900
oliveyoung,body,10000010003,A000000217765,2026-08-24,2,2,1.0,93.5,91,96,31900
oliveyoung,body,10000010003,A000000217766,2026-08-20,1,1,1.0,66,66,66,9900
oliveyoung,body,10000010003,A000000217766,2026-08-21,2,17,0.12,97,94,100,9900
oliveyoung,body,10000010003,A000000217766,2026-08-22,6,24,0.25,77,59,94,9900
oliveyoung,body,10000010003,A000000217766,2026-08-23,10,24,0.42,85,76,94,9900
oliveyoung,body,10000010003,A000000217766,2026-08-24,2,2,1.0,64,59,69,9900
oliveyoung,body,10000010003,A000000217767,2026-08-20,1,1,1.0,33,33,33,18900
oliveyoung,body,10000010003,A000000217767,2026-08-21,17,17,1.0,27.6,2,53,18900
oliveyoung,body,10000010003,A000000217767,2026-08-22,24,24,1.0,18.5,3,55,18900
oliveyoung,body,10000010003,A000000217767,2026-08-23,24,24,1.0,31.7,13,49,18900
oliveyoung,body,10000010003,A000000217767,2026-08-24,2,2,1.0,39,38,40,18900
oliveyoung,body,10000010003,A000000218508,2026-08-20,1,1,1.0,52,52,52,26000
oliveyoung,body,10000010003,A000000218508,2026-08-21,13,17,0.76,22.7,1,63,26000
oliveyoung,body,10000010003,A000000218508,2026-08-22,24,24,1.0,21.5,3,77,26000
oliveyoung,body,10000010003,A000000218508,2026-08-23,24,24,1.0,9.6,2,27,26000
oliveyoung,body,10000010003,A000000218508,2026-08-24,2,2,1.0,6,5,7,26000
oliveyoung,body,10000010003,A000000218511,2026-08-23,1,24,0.04,86,86,86,26000
oliveyoung,body,10000010003,A000000219627,2026-08-21,7,17,0.41,78.7,65,97,19350
oliveyoung,body,10000010003,A000000219627,2026-08-22,5,24,0.21,77,55,99,19350
oliveyoung,body,10000010003,A000000219627,2026-08-23,5,24,0.21,87.2,72,98,19350
oliveyoung,body,10000010003,A000000222872,2026-08-20,1,1,1.0,68,68,68,9900
oliveyoung,body,10000010003,A000000222872,2026-08-21,13,17,0.76,76.8,37,94,9900
oliveyoung,body,10000010003,A000000222872,2026-08-22,16,24,0.67,54.8,30,97,9900
oliveyoung,body,10000010003,A000000222872,2026-08-23,17,24,0.71,66.2,36,84,9900
oliveyoung,body,10000010003,A000000222872,2026-08-24,1,2,0.5,100,100,100,9900
oliveyoung,body,10000010003,A000000223417,2026-08-21,9,17,0.53,63,2,90,16900
oliveyoung,body,10000010003,A000000223417,2026-08-22,6,24,0.25,81.2,71,93,16900
oliveyoung,body,10000010003,A000000223417,2026-08-23,10,24,0.42,81.5,63,100,16900
oliveyoung,body,10000010003,A000000223446,2026-08-21,1,17,0.06,86,86,86,14400
oliveyoung,body,10000010003,A000000223446,2026-08-23,1,24,0.04,99,99,99,14400
oliveyoung,body,10000010003,A000000223771,2026-08-21,2,17,0.12,79.5,61,98,39900
oliveyoung,body,10000010003,A000000223771,2026-08-22,10,24,0.42,66.1,34,96,39900
oliveyoung,body,10000010003,A000000223771,2026-08-23,1,24,0.04,91,91,91,39900
oliveyoung,body,10000010003,A000000223801,2026-08-20,1,1,1.0,27,27,27,16900
oliveyoung,body,10000010003,A000000223801,2026-08-21,17,17,1.0,29.4,21,41,16900
oliveyoung,body,10000010003,A000000223801,2026-08-22,24,24,1.0,31.0,16,84,16900
oliveyoung,body,10000010003,A000000223801,2026-08-23,22,24,0.92,34.6,17,94,16900
oliveyoung,body,10000010003,A000000223801,2026-08-24,2,2,1.0,30.5,27,34,16900
oliveyoung,body,10000010003,A000000223803,2026-08-21,11,17,0.65,63.6,30,97,10900
oliveyoung,body,10000010003,A000000223803,2026-08-22,21,24,0.88,71.6,51,99,10900
oliveyoung,body,10000010003,A000000223803,2026-08-23,20,24,0.83,74,29,99,10900
oliveyoung,body,10000010003,A000000223803,2026-08-24,2,2,1.0,66,62,70,10900
oliveyoung,body,10000010003,A000000223832,2026-08-20,1,1,1.0,45,45,45,14400
oliveyoung,body,10000010003,A000000223832,2026-08-21,17,17,1.0,46.3,31,62,14400
oliveyoung,body,10000010003,A000000223832,2026-08-22,24,24,1.0,41.8,19,76,14400
oliveyoung,body,10000010003,A000000223832,2026-08-23,24,24,1.0,45.1,28,62,14400
oliveyoung,body,10000010003,A000000223832,2026-08-24,2,2,1.0,38.5,35,42,14400
oliveyoung,body,10000010003,A000000223837,2026-08-22,2,24,0.08,83,71,95,13900
oliveyoung,body,10000010003,A000000224352,2026-08-22,1,24,0.04,86,86,86,55000
oliveyoung,body,10000010003,A000000224482,2026-08-21,5,17,0.29,75.6,58,90,17900
oliveyoung,body,10000010003,A000000224485,2026-08-22,12,24,0.5,50.6,8,100,17900
oliveyoung,body,10000010003,A000000224485,2026-08-23,14,24,0.58,26.5,1,83,17900
oliveyoung,body,10000010003,A000000224485,2026-08-24,2,2,1.0,5,4,6,17900
oliveyoung,body,10000010003,A000000224760,2026-08-22,1,24,0.04,88,88,88,26600
oliveyoung,body,10000010003,A000000224942,2026-08-21,2,17,0.12,95,90,100,40000
oliveyoung,body,10000010003,A000000224942,2026-08-22,1,24,0.04,99,99,99,40000
oliveyoung,body,10000010003,A000000224942,2026-08-23,2,24,0.08,79,73,85,40000
oliveyoung,body,10000010003,A000000224954,2026-08-23,1,24,0.04,100,100,100,20300
oliveyoung,body,10000010003,A000000224998,2026-08-22,3,24,0.12,94.7,91,99,4700
oliveyoung,body,10000010003,A000000225182,2026-08-21,3,17,0.18,67.3,66,70,7500
oliveyoung,body,10000010003,A000000225255,2026-08-21,3,17,0.18,66.7,58,80,32000
oliveyoung,body,10000010003,A000000225511,2026-08-22,5,24,0.21,67.6,52,84,55900
oliveyoung,body,10000010003,A000000225516,2026-08-21,1,17,0.06,18,18,18,15900
oliveyoung,body,10000010003,A000000225622,2026-08-23,4,24,0.17,52.8,31,84,20000
oliveyoung,body,10000010003,A000000225646,2026-08-22,1,24,0.04,91,91,91,13900
oliveyoung,body,10000010003,A000000226175,2026-08-21,1,17,0.06,98,98,98,17900
oliveyoung,body,10000010003,A000000226381,2026-08-21,1,17,0.06,94,94,94,19500
oliveyoung,body,10000010003,A000000226581,2026-08-21,8,17,0.47,66.9,35,97,20900
oliveyoung,body,10000010003,A000000226581,2026-08-22,7,24,0.29,76.1,61,97,20900
oliveyoung,body,10000010003,A000000226581,2026-08-23,3,24,0.12,84.3,68,99,20900
oliveyoung,body,10000010003,A000000226594,2026-08-21,4,17,0.24,62,50,91,22900
oliveyoung,body,10000010003,A000000226594,2026-08-22,3,24,0.12,80,68,91,22900
oliveyoung,body,10000010003,A000000226594,2026-08-23,1,24,0.04,68,68,68,22900
oliveyoung,body,10000010003,A000000226611,2026-08-20,1,1,1.0,100,100,100,18500
oliveyoung,body,10000010003,A000000226611,2026-08-21,8,17,0.47,86.5,66,94,18500
oliveyoung,body,10000010003,A000000226611,2026-08-22,5,24,0.21,90.6,84,98,18500
oliveyoung,body,10000010003,A000000226611,2026-08-23,8,24,0.33,64.6,28,97,18500
oliveyoung,body,10000010003,A000000226658,2026-08-21,6,17,0.35,88.7,74,100,11900
oliveyoung,body,10000010003,A000000226658,2026-08-22,11,24,0.46,81.9,62,100,11900
oliveyoung,body,10000010003,A000000226658,2026-08-23,12,24,0.5,71.1,58,97,11900
oliveyoung,body,10000010003,A000000226658,2026-08-24,1,2,0.5,83,83,83,11900
oliveyoung,body,10000010003,A000000227302,2026-08-21,1,17,0.06,100,100,100,17600
oliveyoung,body,10000010003,A000000227302,2026-08-22,7,24,0.29,74.9,52,90,17600
oliveyoung,body,10000010003,A000000227302,2026-08-23,5,24,0.21,85,77,95,17600
oliveyoung,body,10000010003,A000000227660,2026-08-22,5,24,0.21,75.4,61,85,27900
oliveyoung,body,10000010003,A000000227660,2026-08-23,4,24,0.17,87,80,100,27900
oliveyoung,body,10000010003,A000000227964,2026-08-23,6,24,0.25,81.2,68,93,39900
oliveyoung,body,10000010003,A000000227970,2026-08-23,1,24,0.04,84,84,84,12300
oliveyoung,body,10000010003,A000000228149,2026-08-23,1,24,0.04,99,99,99,15200
oliveyoung,body,10000010003,A000000228150,2026-08-21,2,17,0.12,89.5,87,92,14900
oliveyoung,body,10000010003,A000000228508,2026-08-22,1,24,0.04,83,83,83,40370
oliveyoung,body,10000010003,A000000228568,2026-08-20,1,1,1.0,87,87,87,23800
oliveyoung,body,10000010003,A000000228568,2026-08-21,6,17,0.35,75.5,50,99,23800
oliveyoung,body,10000010003,A000000228568,2026-08-22,7,24,0.29,51.4,38,87,23800
oliveyoung,body,10000010003,A000000228568,2026-08-23,9,24,0.38,78.4,62,99,23800
oliveyoung,body,10000010003,A000000228568,2026-08-24,2,2,1.0,90.5,81,100,23800
oliveyoung,body,10000010003,A000000228812,2026-08-23,4,24,0.17,56.5,40,81,2900
oliveyoung,body,10000010003,A000000229386,2026-08-22,1,24,0.04,97,97,97,11200
oliveyoung,body,10000010003,A000000229692,2026-08-21,12,17,0.71,76.9,52,99,17900
oliveyoung,body,10000010003,A000000229692,2026-08-22,6,24,0.25,33,18,51,17900
oliveyoung,body,10000010003,A000000229692,2026-08-23,2,24,0.08,83.5,80,87,17900
oliveyoung,body,10000010003,A000000229921,2026-08-21,4,17,0.24,70.5,58,79,14900
oliveyoung,body,10000010003,A000000229921,2026-08-22,11,24,0.46,90.7,77,99,14900
oliveyoung,body,10000010003,A000000229921,2026-08-23,9,24,0.38,79.3,61,94,14900
oliveyoung,body,10000010003,A000000230850,2026-08-23,1,24,0.04,89,89,89,7500
oliveyoung,body,10000010003,A000000230951,2026-08-21,4,17,0.24,77.5,62,92,39780
oliveyoung,body,10000010003,A000000230951,2026-08-22,6,24,0.25,78.3,66,89,39780
oliveyoung,body,10000010003,A000000230951,2026-08-23,5,24,0.21,78.6,66,95,39780
oliveyoung,body,10000010003,A000000230951,2026-08-24,2,2,1.0,82,71,93,39780
oliveyoung,body,10000010003,A000000230952,2026-08-21,4,17,0.24,90,80,99,29930
oliveyoung,body,10000010003,A000000230952,2026-08-22,12,24,0.5,55.2,32,90,29930
oliveyoung,body,10000010003,A000000230952,2026-08-23,5,24,0.21,61.2,49,80,29930
oliveyoung,body,10000010003,A000000230952,2026-08-24,2,2,1.0,62,61,63,29930
oliveyoung,body,10000010003,A000000231053,2026-08-22,1,24,0.04,81,81,81,26100
oliveyoung,body,10000010003,A000000231433,2026-08-22,9,24,0.38,87.4,63,100,9200
oliveyoung,body,10000010003,A000000231433,2026-08-23,2,24,0.08,98.5,97,100,9200
oliveyoung,body,10000010003,A000000231579,2026-08-23,1,24,0.04,100,100,100,6900
oliveyoung,body,10000010003,A000000231789,2026-08-21,10,17,0.59,73.8,59,99,15900
oliveyoung,body,10000010003,A000000231789,2026-08-22,21,24,0.88,67,43,98,15900
oliveyoung,body,10000010003,A000000231789,2026-08-23,8,24,0.33,86.4,64,97,15900
oliveyoung,body,10000010003,A000000231790,2026-08-21,6,17,0.35,89,75,97,11900
oliveyoung,body,10000010003,A000000231790,2026-08-22,5,24,0.21,95.6,90,100,11900
oliveyoung,body,10000010003,A000000232326,2026-08-22,7,24,0.29,85.6,68,100,27200
oliveyoung,body,10000010003,A000000232326,2026-08-23,1,24,0.04,89,89,89,27200
oliveyoung,body,10000010003,A000000232918,2026-08-23,1,24,0.04,92,92,92,45000
oliveyoung,body,10000010003,A000000232997,2026-08-20,1,1,1.0,93,93,93,31000
oliveyoung,body,10000010003,A000000232997,2026-08-21,7,17,0.41,32.1,5,64,31000
oliveyoung,body,10000010003,A000000232997,2026-08-22,20,24,0.83,48.6,3,100,31000
oliveyoung,body,10000010003,A000000232997,2026-08-23,17,24,0.71,33.4,3,95,31000
oliveyoung,body,10000010003,A000000232997,2026-08-24,2,2,1.0,7.5,6,9,31000
oliveyoung,body,10000010003,A000000233367,2026-08-22,7,24,0.29,57.4,32,100,7200
oliveyoung,body,10000010003,A000000233367,2026-08-23,16,24,0.67,63.5,44,82,7200
oliveyoung,body,10000010003,A000000235010,2026-08-21,2,17,0.12,95.5,93,98,16900
oliveyoung,body,10000010003,A000000235834,2026-08-22,2,24,0.08,97,97,97,5900
oliveyoung,body,10000010003,A000000235907,2026-08-23,3,24,0.12,75,54,91,18900
oliveyoung,body,10000010003,A000000235908,2026-08-20,1,1,1.0,84,84,84,21900
oliveyoung,body,10000010003,A000000235908,2026-08-21,7,17,0.41,67.1,58,77,21900
oliveyoung,body,10000010003,A000000235908,2026-08-22,7,24,0.29,74.3,54,99,21900
oliveyoung,body,10000010003,A000000235908,2026-08-23,19,24,0.79,72.1,51,92,21900
oliveyoung,body,10000010003,A000000236888,2026-08-21,1,17,0.06,59,59,59,44900
oliveyoung,body,10000010003,A000000236888,2026-08-23,1,24,0.04,66,66,66,44900
oliveyoung,body,10000010003,A000000236890,2026-08-20,1,1,1.0,49,49,49,12900
oliveyoung,body,10000010003,A000000236890,2026-08-21,17,17,1.0,31.7,14,50,9900
oliveyoung,body,10000010003,A000000236890,2026-08-22,17,24,0.71,12.6,7,31,9900
oliveyoung,body,10000010003,A000000237405,2026-08-22,2,24,0.08,95,91,99,19900
oliveyoung,body,10000010003,A000000237408,2026-08-22,1,24,0.04,96,96,96,30900
oliveyoung,body,10000010003,A000000237485,2026-08-20,1,1,1.0,59,59,59,14900
oliveyoung,body,10000010003,A000000237485,2026-08-21,15,17,0.88,82.7,60,97,14900
oliveyoung,body,10000010003,A000000237485,2026-08-22,20,24,0.83,70.8,42,97,14900
oliveyoung,body,10000010003,A000000237485,2026-08-23,19,24,0.79,62.6,29,100,14900
oliveyoung,body,10000010003,A000000237485,2026-08-24,2,2,1.0,76.5,71,82,14900
oliveyoung,body,10000010003,A000000237606,2026-08-22,2,24,0.08,85.5,71,100,1900
oliveyoung,body,10000010003,A000000238525,2026-08-20,1,1,1.0,3,3,3,21600
oliveyoung,body,10000010003,A000000238525,2026-08-21,17,17,1.0,4.8,1,10,21600
oliveyoung,body,10000010003,A000000238525,2026-08-22,24,24,1.0,3.3,1,11,21600
oliveyoung,body,10000010003,A000000238525,2026-08-23,24,24,1.0,3.8,1,6,21600
oliveyoung,body,10000010003,A000000238525,2026-08-24,2,2,1.0,3.5,3,4,21600
oliveyoung,body,10000010003,A000000238899,2026-08-21,1,17,0.06,90,90,90,35900
oliveyoung,body,10000010003,A000000238899,2026-08-22,2,24,0.08,89,85,93,35900
oliveyoung,body,10000010003,A000000238913,2026-08-22,3,24,0.12,64.3,40,89,10900
oliveyoung,body,10000010003,A000000241181,2026-08-22,6,24,0.25,32,28,34,19200
oliveyoung,body,10000010003,A000000241192,2026-08-21,4,17,0.24,75.2,64,89,29160
oliveyoung,body,10000010003,A000000243617,2026-08-22,1,24,0.04,98,98,98,14400
oliveyoung,body,10000010003,A000000243660,2026-08-23,4,24,0.17,77,70,83,8900
oliveyoung,body,10000010003,A000000244355,2026-08-21,1,17,0.06,98,98,98,12900
oliveyoung,body,10000010003,A000000245436,2026-08-21,5,17,0.29,86,77,91,17900
oliveyoung,body,10000010003,A000000245436,2026-08-22,1,24,0.04,81,81,81,17900
oliveyoung,body,10000010003,A000000245626,2026-08-20,1,1,1.0,92,92,92,14900
