kind,key,mentions,likes,like_per_mention,months_present,first,last,videos,channels,max_like,shape,example,example2,example2_like
brand,폴라초이스,1,1,1.0,1,2026-01,2026-01,1,1,1,thin,폴라초이스 저렴이 버전은 없나유..,폴라초이스 저렴이 버전은 없나유..,1
brand,에스트라,1,1,1.0,1,2026-07,2026-07,1,1,1,thin,밝은 톤으로도 나왔으면 하는 바람..+ 에스트라처럼 쪼오금 더 촉촉한 버전도 있으면 좋을 거 같네요 ㅎㅎ~~,밝은 톤으로도 나왔으면 하는 바람..+ 에스트라처럼 쪼오금 더 촉촉한 버전도 있으면 좋을 거 같네요 ㅎㅎ~~,1
brand,달바,1,1,1.0,1,2026-04,2026-04,1,1,1,thin,마지막ㅋㅋㅋ💜 달바 시그니처 스토어 따로 만들었던데 제품들 궁금해용!,마지막ㅋㅋㅋ💜 달바 시그니처 스토어 따로 만들었던데 제품들 궁금해용!,1
brand,프레시안,1,1,1.0,1,2025-10,2025-10,1,1,1,thin,평소 프레시안 쿠션은 촉촉한데 밀착력도 좋아서 정말 잘 쓰고 있었는데 이번에 프라이머까지 출시됐다니 너무 설레요🥹✨ 특히 오일리하지 않으면서도 매끄럽게 결을 정돈해준다는거보고 바로 제 고민 해결템이라는 확신이 들었어요!,평소 프레시안 쿠션은 촉촉한데 밀착력도 좋아서 정말 잘 쓰고 있었는데 이번에 프라이머까지 출시됐다니 너무 설레요🥹✨ 특히 오일리하지 않으면서도 매끄럽게 결을 정돈해준다는거보고 바로 제 고민 해결템이라는 확신이 들었어요!,1
brand,컬러그램,1,1,1.0,1,2026-06,2026-06,1,1,1,thin,이번에 재출시 했어용..🫶  -컬러그램 힙초콜릿: 언제 발라도 완전 찰떡으로 어울리는 메이크업 만들 수 있음..!,이번에 재출시 했어용..🫶  -컬러그램 힙초콜릿: 언제 발라도 완전 찰떡으로 어울리는 메이크업 만들 수 있음..!,1
brand,라운드랩,1,1,1.0,1,2026-01,2026-01,1,1,1,thin,"이러고 들어왔어요 ㅋㅋㅋㅋㅋㅋ팔아주라줘 ㅠㅠㅠ🤯 옛날 잇츠스킨 감초줄렌 때부터 입덕해서 라운드랩 소나무, 셀퓨전씨 포스트 알파 쿨링 라인, 에스네이처 미스트, 미샤 비비, 데이지크 틴트, 아누아 PDRN 등등 하나부터 다","이러고 들어왔어요 ㅋㅋㅋㅋㅋㅋ팔아주라줘 ㅠㅠㅠ🤯 옛날 잇츠스킨 감초줄렌 때부터 입덕해서 라운드랩 소나무, 셀퓨전씨 포스트 알파 쿨링 라인, 에스네이처 미스트, 미샤 비비, 데이지크 틴트, 아누아 PDRN 등등 하나부터 다",1
brand,레이비,1,1,1.0,1,2025-10,2025-10,1,1,1,thin,제가 쓰는 레이비 퍼품 바디로션이나 일리윤 바디로션도 있으면 좋겠어요🥺🙏🏻,제가 쓰는 레이비 퍼품 바디로션이나 일리윤 바디로션도 있으면 좋겠어요🥺🙏🏻,1
brand,밀크터치,1,1,1.0,1,2026-06,2026-06,1,1,1,thin,"10호도 진짜 너무이쁜것같아요,, 완전 귤🍊 지금 있는 컬러도 ㄴㅁ 제 취저인데 나중에 밀크터치에서 초코느낌이나 좀 딥한 느낌에 컬러도 내줬으면 좋겠네용 잘 말아줄것같아용","10호도 진짜 너무이쁜것같아요,, 완전 귤🍊 지금 있는 컬러도 ㄴㅁ 제 취저인데 나중에 밀크터치에서 초코느낌이나 좀 딥한 느낌에 컬러도 내줬으면 좋겠네용 잘 말아줄것같아용",1
brand,도브,1,0,0.0,1,2026-04,2026-04,1,1,0,thin,제가 2년 전에 한국에서도 파는 걸 봤었는데 이번에 가족들을 만나러 한국에 들어와서 마트에 가봤더니 일반 도브 비누는 있는데 센스티브 비누는 없더라고요… 너무 많은 사람들이 구매해서 품절인건지 아예 안 파는 건지 물어보지를 못했어요.,제가 2년 전에 한국에서도 파는 걸 봤었는데 이번에 가족들을 만나러 한국에 들어와서 마트에 가봤더니 일반 도브 비누는 있는데 센스티브 비누는 없더라고요… 너무 많은 사람들이 구매해서 품절인건지 아예 안 파는 건지 물어보지를 못했어요.,0
brand,코스알엑스,1,0,0.0,1,2025-11,2025-11,1,1,0,thin,부엌까지 다시 나와야 한다는게 살짝 불편했답니다😢 그래도 제 가장  큰 피부고민이 잡티 어두운 안색이었기에 불편함을 감수하고 코스알엑스 비타민씨 세럼을 사용했던 것이었거든요😊 미니 냉장고를 받게 된다면 더욱더 편안하게 코스알엑스 비타민씨 세럼을 사용할 수 있을거 같아요❤❤,부엌까지 다시 나와야 한다는게 살짝 불편했답니다😢 그래도 제 가장  큰 피부고민이 잡티 어두운 안색이었기에 불편함을 감수하고 코스알엑스 비타민씨 세럼을 사용했던 것이었거든요😊 미니 냉장고를 받게 된다면 더욱더 편안하게 코스알엑스 비타민씨 세럼을 사용할 수 있을거 같아요❤❤,0
brand,라보에이치,1,0,0.0,1,2026-06,2026-06,1,1,0,thin,라보에이치에 들어가도 올영에도 없네요,라보에이치에 들어가도 올영에도 없네요,0
brand,셀퓨전씨,1,0,0.0,1,2026-03,2026-03,1,1,0,thin,셀퓨전씨 스킨 블레미쉬 밤 인텐시브도 옛날부터 유명했는데 컬러도 다양해지고 패키지도 깔끔해져서 기대돼요,셀퓨전씨 스킨 블레미쉬 밤 인텐시브도 옛날부터 유명했는데 컬러도 다양해지고 패키지도 깔끔해져서 기대돼요,0
brand,웰라쥬,1,0,0.0,1,2026-08,2026-08,1,1,0,thin,웰라쥬선크림 때같은거 안 나오죠?,웰라쥬선크림 때같은거 안 나오죠?,0
brand,삐아,1,0,0.0,1,2025-09,2025-09,1,1,0,thin,가을인데도 가을딥 팔레트 신상으로 내주는 데가 삐아밖에 없어서 꼭 본품을 내주면 좋겠다는 마음...,가을인데도 가을딥 팔레트 신상으로 내주는 데가 삐아밖에 없어서 꼭 본품을 내주면 좋겠다는 마음...,0
brand,46cm,1,0,0.0,1,2026-07,2026-07,1,1,0,thin,"벌써 구매 완,, (46cm 바디워시 다이소에서 작은용량 팔아요!","벌써 구매 완,, (46cm 바디워시 다이소에서 작은용량 팔아요!",0
brand,디올,1,0,0.0,1,2026-02,2026-02,1,1,0,thin,디올 핑크 글로우....대체템 없을까요??,디올 핑크 글로우....대체템 없을까요??,0
brand,설화수,1,0,0.0,1,2026-01,2026-01,1,1,0,thin,설화수에서 최근에 비비크림에 재출시 되었는데 그 제품들도 성분 궁금해요!!,설화수에서 최근에 비비크림에 재출시 되었는데 그 제품들도 성분 궁금해요!!,0
brand,낫포유,1,0,0.0,1,2026-06,2026-06,1,1,0,thin,바디트러블 케어 명가 낫포유에서 바디 팩 스크럽이 출시됐다니 너무 기대돼요!!😮 묽고 부드러운 타입의 솔트 스크럽이라니 데일리로 사용하기 너무 좋을것같아요!,바디트러블 케어 명가 낫포유에서 바디 팩 스크럽이 출시됐다니 너무 기대돼요!!😮 묽고 부드러운 타입의 솔트 스크럽이라니 데일리로 사용하기 너무 좋을것같아요!,0
brand,케라시스,1,0,0.0,1,2025-09,2025-09,1,1,0,thin,케라시스 클린노트 라인도 연구해주세요,케라시스 클린노트 라인도 연구해주세요,0
brand,샤넬,1,0,0.0,1,2026-07,2026-07,1,1,0,thin,샤넬 스킨케어 라인도 해주세요.,샤넬 스킨케어 라인도 해주세요.,0
brand,리스키,1,0,0.0,1,2026-07,2026-07,1,1,0,thin,리스키 담당자님 이거 보신다면 제에발  머스 재출시해주세요,리스키 담당자님 이거 보신다면 제에발  머스 재출시해주세요,0
brand,버버리,1,0,0.0,1,2026-07,2026-07,1,1,0,thin,"올영에도 물론 버버리나 몽블랑, 베르사체, 돌체 같은 좋은 향수들 많은거 아는데, 그냥 돈 좀 보태서 전문적으로 향수 만드는 백화점 니치향수 브랜드사셈.","올영에도 물론 버버리나 몽블랑, 베르사체, 돌체 같은 좋은 향수들 많은거 아는데, 그냥 돈 좀 보태서 전문적으로 향수 만드는 백화점 니치향수 브랜드사셈.",0
brand,토리든,1,0,0.0,1,2026-07,2026-07,1,1,0,thin,물 제형 말고 토리든.웰라쥬도 무거움 안끈적거리도 괜찮은거 없나요,물 제형 말고 토리든.웰라쥬도 무거움 안끈적거리도 괜찮은거 없나요,0
brand,그라펜,1,0,0.0,1,2026-07,2026-07,1,1,0,thin,그라펜 샴푸 신제품이라 괜찮아 보이네 루트 부스터 샴푸랑 트리트먼트도 상당히 만족스러웠는데 샴푸랑 세트인 트리트먼트도 나오면 좋겠다!!,그라펜 샴푸 신제품이라 괜찮아 보이네 루트 부스터 샴푸랑 트리트먼트도 상당히 만족스러웠는데 샴푸랑 세트인 트리트먼트도 나오면 좋겠다!!,0
brand,나스,1,0,0.0,1,2026-02,2026-02,1,1,0,thin,나스 블러셔도 새로운 컬러 출시됬던데 궁금해요 ..!🤍,나스 블러셔도 새로운 컬러 출시됬던데 궁금해요 ..!🤍,0
brand,그로우어스,1,0,0.0,1,2026-05,2026-05,1,1,0,thin,그로우어스는 단품 없나요??,그로우어스는 단품 없나요??,0
brand,체이싱래빗,1,0,0.0,1,2026-08,2026-08,1,1,0,thin,체이싱래빗 쿠션 진짜 제품력은 너무 좋은데 호수 선택지가 딱 2개라 아쉬웠던 분들 많았을 것 같아요🥹 저는 특히 쿨라이트와 웜내추럴 사이의 뉴트럴톤 컬러가 하나 꼭 나왔으면 좋겠어요!,체이싱래빗 쿠션 진짜 제품력은 너무 좋은데 호수 선택지가 딱 2개라 아쉬웠던 분들 많았을 것 같아요🥹 저는 특히 쿨라이트와 웜내추럴 사이의 뉴트럴톤 컬러가 하나 꼭 나왔으면 좋겠어요!,0
brand,닥터디퍼런트,1,0,0.0,0,2025-08,2025-08,1,1,0,thin,"인터넷을 보고 있다가 닥터디퍼런트가 화장품들을 띄우길래 뭔가 했는데 닥터디퍼런트 에서 (세콜지--3:1:1),(1:3:1)를 출시 되었습니다.","인터넷을 보고 있다가 닥터디퍼런트가 화장품들을 띄우길래 뭔가 했는데 닥터디퍼런트 에서 (세콜지--3:1:1),(1:3:1)를 출시 되었습니다.",0
brand,리필드,1,0,0.0,1,2026-04,2026-04,1,1,0,thin,믿고쓰는 리필드😢 단종 절대 안돼!!,믿고쓰는 리필드😢 단종 절대 안돼!!,0
brand,3CE,1,0,0.0,1,2026-06,2026-06,1,1,0,thin,역시 베이스 제품 잘 만드는 3CE라 이번 신상도 출시 전부터 무척 기대하고 있어요.,역시 베이스 제품 잘 만드는 3CE라 이번 신상도 출시 전부터 무척 기대하고 있어요.,0
brand,피카소,1,0,0.0,1,2026-06,2026-06,1,1,0,thin,피카소 퍼프 진짜 좋은데 따로 팔거나 하지 않나봐요ㅠㅠㅠ,피카소 퍼프 진짜 좋은데 따로 팔거나 하지 않나봐요ㅠㅠㅠ,0
b:format,선크림,583,2168,3.7,12,2019-08,2026-08,310,44,245,broad,선크림 세안도 알려주세요ㅠㅠㅠ,다음에는 이지워시 테스트받은 선크림으로 테스트 부탁드랴용,186
b:format,쿠션,505,1942,3.8,12,2019-08,2026-08,288,46,194,broad,"비디비치 블랙, 헤라 블랙쿠션이랑 비교해주세요오오",객관적으로 매트쿠션 리뷰하실 분의 시선이 궁금해요💓,109
b:format,에센스/세럼/앰플,400,1931,4.8,12,2019-08,2026-08,297,41,261,broad,요즘은 내돈내산같은 광고들이 점점 많아져서 꼼꼼히 알아봐고 나도 모르게 속아서 산 화장품들이 산더미...그 와중에 노스카나 버리라는 화가잔뜩난 남성의 썸네일에 홀려 잠티님을 알게되었어요..이 영상 하나보고 바로 구독하고 영상들 열심히 챙겨보고있슴니다..솔직히 첫 광고는 여드름 크림이나 ,"확실히 밀크로 바꾸니까 자극도 덜하고 촉촉한 느낌임 세안하고 레드지움 재생앰플이랑 제로이드 크림 발라주고 여드름 올라오면 아젤리아 크림 발라주면 여드름이나 속건조, 여드름에 좋은 루틴인듯함",159
b:format,크림,393,2401,6.1,12,2019-08,2026-08,274,38,497,broad,"요즘 유쎄라블 크림 잘 쓰고 있는데, 2026년에 아이크림 영상도 업데이트 해주세요~",아젤리아 크림 효과 제대로 볼 수 있는 방법도 찍어서 올려주세요,366
b:format,립틴트/립스틱,319,828,2.6,12,2019-08,2026-08,235,51,114,broad,립 정보 알고계시면 알려주실수있을까요 ㅠㅠㅠㅠㅜ,4:18 비레디랑 협업?해서 우리도 굿즈로 싸인 립밤…원해요☺️🥰,67
b:format,클렌징,304,700,2.3,12,2022-08,2026-08,182,37,165,broad,가루형 효소 세안제도 요즘 제품이 많이 보이던데 이것도 리뷰해주세요!!ㅎㅎ,2025년 버전 클렌징폼 영상 부탁드려요~,86
b:format,토너/스킨,256,628,2.5,12,2019-08,2026-08,195,44,147,broad,속건조도 잡히고 이즈앤트리 밀크랑 메이크업진하면 투데이 위드 약산성폼이랑 써주고 독도토너 픽스베리어 크림으로 마무리 해주면 트러블 안올라오도 속당김 없이 진짜 피부 유지 잘되용,스킨수티컬즈랑 다른점도 알려주시면 좋을거같아요~~,115
b:format,마스크팩,249,5719,23.0,12,2019-08,2026-08,179,38,1900,broad,더마팩토리 추천템들도 한번 해주세요,광고랑 바이럴이 판을 치는 뷰티유튜브계에 한줄기 빛임 변하지말고 솔직팩폭리뷰해줘요,1700
b:format,샴푸/린스/트리트먼트,188,569,3.0,12,2019-08,2026-08,110,28,96,broad,다음에는   탈모와 가늘어지는 모발에 도움이 되는 샴푸도 올려주세요.,두피에 안전한 염색약 다뤄주세요.,91
b:format,파운데이션,183,1152,6.3,12,2019-08,2026-08,135,34,252,broad,다이소 줌 바이 정샘물 스파츌러 파운데이션 리뷰 해주세요.....많은 영상이 있지만 그래도 언니의 의견이 듣고싶어요🙏🙏 요즘 다이소 퀄리티가 좋아졌으니 리뷰 한번 더 낋여주심 좋겠어요...,다음에 기회가 된다면 남자 메이크업 특히 파운데이션 컬러 고르는 방법도 부탁드리고싶어요~~아마 파데 구매 처음 해본 여성분도 도움이 될꺼같아요,218
b:format,뷰티디바이스,182,983,5.4,11,2024-08,2026-08,110,32,384,broad,뷰티디바이스 비교도 해주실수 있나요?,뷰티 디바이스 좋은거 추천해주세요 ㅋㅋ,107
b:format,프라이머/베이스,177,549,3.1,12,2024-08,2026-08,152,36,68,broad,최근 비비크림(재생비비)에 관심이 생겼는데 제이나님이 다뤄주시면 믿고볼수 있을 것 같아요ㅎㅎ,프라이머 추천영상 만들어주세요,48
b:format,블러셔,148,319,2.2,12,2019-08,2026-08,115,32,57,broad,저는 블러셔 ㅈㄴ이쁘다고 생각해 언니 블라셔 마음에 안드시는분들은 풀영상 봐주세요,스코님 블러셔 꿀팁 영상 함 낄여주십쇼..,31
b:format,이너뷰티,143,951,6.7,12,2024-08,2026-08,100,25,428,broad,"먹는 알부민, 먹는 콜라겐, 효소 이런것들도 한번 다뤄주세요!","그냥 수많은 과학자분들이 열심히 연구해서 효과 있다고 입증한 성분만 쓰면 됨(레티노이드,순수비타민C,나이아신아마이드 판테놀 등) 성분같은거 아예 모르면 ai한테 효과가 확실히 입증된 성분 알려달라고 하셈",183
b:format,툴/소품,143,935,6.5,12,2024-08,2026-08,112,39,343,broad,솔직히 옛날 에뛰드 핑크핑크 케이스 좀 돌려줬으면ㅜㅜㅜ,"언니이거 제품이랑 브러쉬 정보좀 주세여,,,",244
b:format,아이라이너/마스카라/브로우,116,661,5.7,12,2019-08,2026-08,88,26,417,broad,이 메이크업은 속눈썹 안 붙이는 버전으로도 하나 더 찍어주시면 안될까용?🥺 너무너무 이쁜 메이크업인데 데일리로 하기에는 속눈썹 잘 못붙이는 사람한테는 속눈썹 붙이는게 살짝 불편할꺼같아요😂❤,"올려주시면 백만 쌉가능 ㄹㅇ 점막채우기, 앞트임, 뒷트임, 마스카라까지 이보다",42
b:format,아이섀도우,112,363,3.2,12,2024-08,2026-08,87,29,166,broad,엉니 섀도우가 안 어울리는 얼굴들을 위한 섀도우 생략하고도 나름 이뻐보일수있는 그런 메이크업 영상 원해용 ….,사기에는 넘 힘들어요..ㅠ🥲 돈 없는 학생 자냥이들을 위한 최소한의 팔레트를 사용해 화장하는 영상도 찍어주실수 있나요..?,62
b:format,파우더,111,402,3.6,9,2024-08,2026-08,100,28,122,broad,언니언니 파우더 초대형 리뷰 보고 싶어용...,그리고 너무 지금 튀어나올것 같이 생겨서 옆머리좀 만글었으면 좋겠음 +파우더는 원래 가루가 날리는거고… 브랜드 이름좀 알아봐줘 ㅈㅂ,53
b:format,세트/기획,104,371,3.6,12,2024-08,2026-08,78,28,247,broad,제대로된 기획으로 제조가 되고 그것을 배경으로 마케팅으로 설명을 제대로 해줘야하는데 제품 상세설명은 예쁘게만 밑도끝도 없이 마케팅언어로 가득찬 복붙형 설명이 너무 싫었는데 이렇게나 과학적인 배경이..,사고 싶은데 세트 기획도 만들어 주시면 안되나요 😂😂,27
b:format,향수,76,443,5.8,11,2025-08,2026-08,42,15,365,broad,가리걸 혹시 친구걸들 향수도 뿌리면 향수 컨텐츠도 한번 해주면 안대영?,말씀하시는 향수 명을 상단 표기해주실 수 있나요??,28
b:format,바디,74,234,3.2,11,2019-08,2026-08,57,22,124,broad,바디로션편 2016이후로 따로 다뤄진 건 없었던 거 같은데 2018ver 부탁드려도 될까요?,저는 제발 바디로션 ㅠㅠ꼭 영상 한번 만들어 주시면 좋겠어요,17
b:format,컨실러,70,196,2.8,11,2019-08,2026-08,52,21,86,broad,컨실러로 코 옆쪽 깔끔하게 밝히는 법도 알려주세요…!!,해니님 홀리카 피스컨실러 활용 영상도 보고싶어요,11
b:format,필링/스크럽,52,187,3.6,11,2024-08,2026-08,49,20,109,broad,없어졌고 미세한 가루가 각질 제거도 해줘서 그런지 피부결도 부드러워지고 화장도 잘먹음 개꿀임..,"혹시 가능하시다면 가드름, 등드름, 바디케어 영상 부탁드려요😢 요즘 스크럽이랑 보습 관리 아무리 잘해줘도 호전이 없어서 제품군좀 바꿔보려는데 막연해서요.",48
b:format,미스트,52,87,1.7,10,2024-08,2026-08,47,20,40,broad,자외선미스트 어떤거쓰시나요?알려주세용 😊,언니 선미스트 추천해줘요ㅠㅠ,9
b:format,선스틱,42,156,3.7,5,2024-08,2026-08,27,15,42,broad,요새 선스틱도 좋은 제품이 많이 나왔던데 한번 다뤄주시면 바디에도 사용하고 많은 도움 될거 같아요!,선스틱도 추천해주세요~!ㅜㅜ,39
b:format,헤어스타일링,40,421,10.5,11,2021-08,2026-08,36,21,280,broad,염색약제품도 다뤄주세요 30대부터 새치염색한지 15년째입니다 3주에한번씩 미용실에가는데 경제적부담도 크고 머리손상도 많이되네요,너무 예쁜데 엄청부지런해야겠네요ㅎㅎ탈색까지 하셨던머린데 머리결이 엄청 윤기나고 찰랑찰랑해보여요!!따로 헤어케어 하시는거 있으시면 담에 소개해주세요❤,31
b:format,선쿠션,39,81,2.1,7,2024-08,2026-08,31,11,35,broad,선스틱 선쿠션 같은 것도 해주시면 안될까요?,혹시 다음에 썬쿠션 좋은 거 알려주실 수 있나요??,14
b:format,하이라이터/쉐이딩,38,67,1.8,12,2024-08,2026-08,35,20,13,broad,같은 이유 쉐딩/하이라이터 버전으로도 알려주세요!!!,오빠 하이라이터 리뷰도 해주세요!!,12
b:format,면도/제모,35,104,3.0,8,2024-08,2026-08,28,13,67,broad,오 레이저 제모기 가정용이 있었네 ㄷㄷ 제모기 리뷰 한번만 부탁드릴게요,여름이니까 제모에 대해서도 다뤄주세요.,6
b:format,로션/에멀전,34,29,0.9,11,2025-08,2026-08,33,15,3,broad,그리고 여름에 쓰기 좋은 그리고 향기가 너무~~좋은 보습도 있고 한  바디 워시 바디 로션 아이템을 컨텐츠도 기획 해주세용,"사춘기 그 나이때 관리 잘 해줘야 하는데 “살리실산이 함유된 로션” 을 발라주면 블랙헤드, 유분기 조절되서 모공 관리 피지 관리 됩니다.“  클렌징은 자외선 차단제를 어떤 종류를 사용하느냐?에 따라 달라지는데 대체적으로 클렌징 오일 사용하면 강력한 자외선 차단제도 잘 지을 수 있습니다.",3
b:format,핸드크림,26,58,2.2,8,2019-08,2026-07,23,9,32,thin,핸드크림도 해주세요~~!!,핸드워시 추천해주세요😊😊😊 너무 잘생겼네요,4
b:format,네일,24,397,16.5,9,2023-08,2026-08,24,13,260,persistent,저스트메이크업 쌤들이 나온다는거 제목이나 썸네일에서 보여주시면 넘 좋을거같아요,"나중에 웨딩네일하시면 월간네일 그 호는 결혼식영상 깜짝 공개로 해주면 좋을거같다ㅠㅠㅠㅠㅠㅠㅠㅠ아님 자냥들 온라인 청첩장 느낌으로,,,",80
b:format,메이크업픽서,23,52,2.3,6,2019-08,2026-08,22,9,34,thin,혹시 담에 픽서 리뷰 부탁드려도 될까요 ?,진짜 해니님 방법대로 하고 픽서까지 써주면 걍 어떤 상황에서도 수정할 필요가 없긴 해요!!,3
b:format,아이크림,19,72,3.8,7,2019-08,2026-07,18,7,34,thin,"누룩밤으로 전체적인 기미/톤 잡아주고 아이크림으로 눈가 주름, 멜라논으로 국소 부위 찍어주면 피부가 진짜 쫀쫀해지고 깨끗해져요.","누룩밤으로 전체적인 기미/톤 잡아주고 아이크림으로 눈가 주름, 멜라논으로  국소 부위 찍어주면 피부가 진짜 쫀쫀해지고 깨끗해져요.",10
b:format,데오,9,68,7.6,4,2024-08,2026-07,8,6,67,thin,데오스틱 공구해주세요...,데오드란트 도 추천부탁드려요^^,1
b:format,올인원,9,13,1.4,5,2024-08,2026-08,9,5,11,thin,군인들을 위한 올인원도 해주세요!,여름철 올인원 아이템 추천해주세요!!,2
b:brand,다이소,182,2786,15.3,12,2024-08,2026-08,129,38,1200,broad,날잡고 다이소 추천템도 해주세요~,다이소 줌 바이 정샘물 스파츌러 파운데이션 리뷰 해주세요.....많은 영상이 있지만 그래도 언니의 의견이 듣고싶어요🙏🙏 요즘 다이소 퀄리티가 좋아졌으니 리뷰 한번 더 낋여주심 좋겠어요...,252
b:brand,디파,87,352,4.0,9,2022-08,2026-05,53,1,84,persistent,디파님 아누아 사기 업체인데 실제 제품 성분 분석영상 만들어주시면 안되나요?,한평생 선크림도 안 바르던 제가 디파님 추천템&추천성분 덕분에 처음으로 선크림 다쓰고 빈 통을 n개째 만들다못해 선스틱/선쿠션까지 관심을 갖게되었어요 ❤ 앞으로도 유용한 영상 부탁드립니다,68
b:brand,러쉬,79,440,5.6,12,2024-08,2026-08,56,22,244,broad,"언니이거 제품이랑 브러쉬 정보좀 주세여,,,",진짜 브러쉬 기획 할꺼면 신컬러 하나라도 만들어 달라ㅠ,64
b:brand,올리브영,50,196,3.9,11,2023-08,2026-08,47,28,65,broad,이렇게된이상 책임감을 가지고 올리브영 털기도찍어주세요!!!!!,올리브영 구경하다가 후니언 화장품 추천 리뷰 영상 2500개(개오바) 에서 쿠션 부분만 보고 있는데 수부지 여드름자국 커버력 어느정도 있으면서 여름에 개기름 처럼 보이지 않으며 또 미친 매트가 아니라 살짝 세미 매트 이고 속건조가 느껴지지 않으며 지속력이 좋고 다크닝 없는 쿠션 딱 한개,28
b:brand,레이어랩,48,342,7.1,11,2025-08,2026-07,36,3,221,persistent,기존에 샀던 레이어랩제품들과의 루틴 꼭 짚어주세요.,기존 모든 레이어랩제품  사용중인데  요번 제품과 루틴 알려주세요,24
b:brand,에스쁘아,37,346,9.4,9,2025-09,2026-08,32,17,319,broad,요번에 나온 에스쁘아&에스트라 비비도 알려주세요!!,에스쁘아는 흐린눈 할테니까 코스알엑스 마켓 또 해주세요!,9
b:brand,더마팩토리,33,2839,86.0,9,2025-08,2026-08,20,8,1900,persistent,더마팩토리 추천템들도 한번 해주세요,이분 컨셉 확실한게 더마팩토리 매번 좋은 쪽으로 언급해서 시청자들이 제발 제품추천해달라하는데도 추천은 안 하고 타브랜드 패러다님 ㅜ,249
b:brand,헤라,33,75,2.3,11,2025-08,2026-08,30,13,17,broad,"헤라, 설화수, 시세이도 파란자차, 데코르테, 아떼 무기자차도 부탁드려요 😂😂",헤라 선크림 리뷰도 부탁드립니다~,12
b:brand,나노레시피,30,262,8.7,9,2025-08,2026-08,22,3,234,persistent,담에는 나노레시피랑 디오디너리도 부탁드려욥!,나노레시피 공구 언제쯤 할까요?공구 부탁드려용^^,13
b:brand,네이밍,25,158,6.3,7,2024-08,2026-07,23,13,81,thin,네이밍에서 나온 신상 쿠션리뷰해주세요 ㅠ,"영상에 등장한 화장품 브랜드 모아봄  구달, 네이밍, 에뛰드 9회, 디어달리아, 다이소 3회, 라네즈, 이니스프리, 웨이크메이크 2회, 페리페라 10회, 키스미, 홀리카홀리카, 바닐라코 2회, 컬러그램 7회, 티르티르 2회, 롬앤 3회, 클리오 2회, 데이지크, 설화수, 구찌, 크리니크",35
b:brand,쿼드쎄라,25,23,0.9,6,2025-08,2026-05,20,8,6,thin,LDM기기들 쿼드쎄라랑 비교영상 기다리고있겠습니다!!!!!!,쿼드쎄라 펄샷 공구 언제 하나요??구매하고 싶어요,4
b:brand,비디비치,24,375,15.6,9,2025-08,2026-08,24,12,194,persistent,"비디비치 블랙, 헤라 블랙쿠션이랑 비교해주세요오오",다음엔 3탄으로 쿼치 하밍 비디비치 투크아비브등도 꼭 다뤄주세요~~,89
b:brand,정샘물,23,131,5.7,9,2025-08,2026-08,18,14,59,persistent,딘토 파데랑 정샘물파데랑 비교해주세요,언니가 정샘물 리뷰해주기 기다렸엉!😁,51
b:brand,셀퓨전씨,23,63,2.7,9,2025-08,2026-07,18,12,42,persistent,셀퓨전씨 스킨 블레미쉬 밤 <<< 이번에 리뉴얼되면서 색상도 여러개로 나왔던데 리뷰 해주시면 좋을 것 같아요!!,언니 셀퓨전씨에서 새로나온 워터핏 리커버 비비크림이랑 원래거랑 비교해주세요,10
b:brand,어바웃톤,22,47,2.1,9,2025-08,2026-07,21,10,12,persistent,나중에 어바웃톤 관련 마켓도 꼭 해주세용,이렇게 영상에서 언급하면서 차분하게 자기 입장 얘기해줘서 고맙고 돈 받으면 힘들면 안되냐는 말부터 나오면서 저는 화날 것 같은데 역시 더 으른스러운 후니언..♡에 또 반했어요😍🤩 더샘 쿠션 샀는데 어바웃톤 선세럼이 여기저기 다,9
b:brand,에뛰드,21,360,17.1,9,2019-08,2026-08,21,11,343,persistent,솔직히 옛날 에뛰드 핑크핑크 케이스 좀 돌려줬으면ㅜㅜㅜ,그리고 베이스 테스트는 전부 X받은 에뛰드러 하셔서 아수ㅏ워요😢 프라이머밤이나 썬앰플 이런건 바르고 위에 잘쓰는 쿠선을 써서 리뷰하신 걸 보고싶어요.,3
b:brand,샤넬,21,87,4.1,9,2025-08,2026-08,19,9,34,persistent,샤넬 시계도 이렇게 리뷰해주심 좋겠어요ㅠㅠㅠ진짜 시계 전문 유튜버보다 100배 재밌음ㅋㅋㅋ,샤넬 정보 좀 알려주세요!,13
b:brand,토리든,21,31,1.5,8,2024-08,2026-08,17,10,14,thin,토리든이랑 리얼베리어도 리뷰해주시면 감사하겠습니다~,토리든 수분크림도 리뷰해주세요!,5
b:brand,롬앤,21,22,1.0,7,2026-01,2026-08,17,9,8,thin,누제로쿠션 잘썼어서 롬앤쿠션 구매해보고 싶은데 요것도 리뷰해주실수잇나요??🥹🥹,롬앤도 해주세요ㅜㅠ❤,4
b:brand,제로이드,20,465,23.2,5,2025-08,2026-08,17,8,231,thin,제로이드 왜이렇게 비싼건지도 영상다뤄주세요 ㅠㅠ,"확실히 밀크로 바꾸니까 자극도 덜하고 촉촉한 느낌임 세안하고 레드지움 재생앰플이랑 제로이드 크림 발라주고 여드름 올라오면 아젤리아 크림 발라주면 여드름이나 속건조, 여드름에 좋은 루틴인듯함",159
