kind,key,mentions,likes,like_per_mention,months_present,first,last,videos,channels,max_like,shape,example,example2,example2_like
b:brand,몽디에스,1,5,5.0,1,2026-02,2026-02,1,1,5,thin,어린아이들(5-7세) 몽디에스 선쿠션 발라주고 세안은 뭐로 해줘야할까요?,어린아이들(5-7세) 몽디에스 선쿠션 발라주고 세안은 뭐로 해줘야할까요?,5
b:brand,필립스,1,5,5.0,1,2025-10,2025-10,1,1,5,thin,2:25 ((공쥬님 필립스 코털제거기가 여러개 뜨는데 혹시 상품명이나 품번 알려주실 수 있나요??소근소근🤫)),2:25 ((공쥬님 필립스 코털제거기가 여러개 뜨는데 혹시 상품명이나 품번 알려주실 수 있나요??소근소근🤫)),5
b:brand,지피덤,1,5,5.0,1,2025-12,2025-12,1,1,5,thin,셀트리온 지피덤 egf 크림 한번 리뷰 해주셔요^^ 써 볼까 하고 생각중이라서..,셀트리온 지피덤 egf 크림 한번 리뷰 해주셔요^^ 써 볼까 하고 생각중이라서..,5
b:brand,테라로직,1,4,4.0,1,2026-06,2026-06,1,1,4,thin,소살님 테라로직 제품도 써보고 평 핻주세요,소살님 테라로직 제품도 써보고 평 핻주세요,4
b:brand,메디필,1,4,4.0,1,2026-04,2026-04,1,1,4,thin,그거랑 메디필 파란통 패드랑 비교 궁금해요 x에서는 파란통 패드 좋다던데,그거랑 메디필 파란통 패드랑 비교 궁금해요 x에서는 파란통 패드 좋다던데,4
b:brand,더툴랩,1,4,4.0,1,2026-03,2026-03,1,1,4,thin,언니의 리뷰가 너무 좋은데 그래서 유명한 꿀템들에 대한 리뷰도 보고싶어요 🥹🥹  툴은 더툴랩 비슷하게 생긴 광채 퍼프 물먹여서 쓰면 극락 🤤 그리구 브러쉬는 제일 유명한 핑크 메탈 총알브러쉬 ..,언니의 리뷰가 너무 좋은데 그래서 유명한 꿀템들에 대한 리뷰도 보고싶어요 🥹🥹  툴은 더툴랩 비슷하게 생긴 광채 퍼프 물먹여서 쓰면 극락 🤤 그리구 브러쉬는 제일 유명한 핑크 메탈 총알브러쉬 ..,4
b:brand,아넷사,1,3,3.0,0,2025-08,2025-08,1,1,3,thin,혹시 제가 이번 여름에 군대를 가서 워터프루프 기능있는 아넷사 또는 시세이도를 사려고 하는데 혹시 추천해주실 수 있나요?,혹시 제가 이번 여름에 군대를 가서 워터프루프 기능있는 아넷사 또는 시세이도를 사려고 하는데 혹시 추천해주실 수 있나요?,3
b:brand,클리덤,1,3,3.0,1,2025-10,2025-10,1,1,3,thin,이번이 클리덤에서도 밤타입나왔던데 건성이라 클리덤 제품 리뷰도 궁금해요,이번이 클리덤에서도 밤타입나왔던데 건성이라 클리덤 제품 리뷰도 궁금해요,3
b:brand,캔메이크,1,3,3.0,1,2026-05,2026-05,1,1,3,thin,언니 중국제품 한 김에 캔메이크 일본제품도 해주시면 안될까여 😭😭,언니 중국제품 한 김에 캔메이크 일본제품도 해주시면 안될까여 😭😭,3
b:brand,투에이엔,1,3,3.0,0,2025-08,2025-08,1,1,3,thin,투에이엔 팔레트 리뷰해주실 수있을까요…,투에이엔 팔레트 리뷰해주실 수있을까요…,3
b:brand,츠바키,1,2,2.0,1,2026-06,2026-06,1,1,2,thin,츠바키 헤어팩이랑 그로우어스 헤어팩 비교해주실 수 있나용??,츠바키 헤어팩이랑 그로우어스 헤어팩 비교해주실 수 있나용??,2
b:brand,포뷰트,1,2,2.0,1,2026-08,2026-08,1,1,2,thin,"형님 포뷰트 선크림, 에어 클라우드 선크림 한번만 리뷰 부탁드립니다!","형님 포뷰트 선크림, 에어 클라우드 선크림 한번만 리뷰 부탁드립니다!",2
b:brand,바이오던스,1,2,2.0,1,2026-06,2026-06,1,1,2,thin,저도 바이오던스 내돈내산으로 써봐야겠어요 !!요즘 피부가 푸석하고 열감도 자주 올라와서 패드로 간편하게 진정 케어 해주면 진짜 잘 맞을 것 같아요!!,저도 바이오던스 내돈내산으로 써봐야겠어요 !!요즘 피부가 푸석하고 열감도 자주 올라와서 패드로 간편하게 진정 케어 해주면 진짜 잘 맞을 것 같아요!!,2
b:brand,아비노,1,2,2.0,0,2025-08,2025-08,1,1,2,thin,아비노크림바디에더적합한크림이라고올리브영답변에써있던데얼굴에사용해도되나요?,아비노크림바디에더적합한크림이라고올리브영답변에써있던데얼굴에사용해도되나요?,2
b:brand,더랩바이블랑두,1,2,2.0,0,2025-08,2025-08,1,1,2,thin,요즘에 더랩바이블랑두도 다이소에서 나오고 메디필도 모공앰플어떤지 추가로 영상부탁두려요 ㅠㅠ😢,요즘에 더랩바이블랑두도 다이소에서 나오고 메디필도 모공앰플어떤지 추가로 영상부탁두려요 ㅠㅠ😢,2
b:brand,클라뷰,1,2,2.0,1,2026-07,2026-07,1,1,2,thin,클라뷰 다른 제품 많던데 전제품 리뷰 궁금해요..☆ 바이오셀 제로마스크도 쟁여놓고 쓰고있어요,클라뷰 다른 제품 많던데 전제품 리뷰 궁금해요..☆ 바이오셀 제로마스크도 쟁여놓고 쓰고있어요,2
b:brand,아임프롬,1,2,2.0,1,2026-06,2026-06,1,1,2,thin,근데 아임프롬은 왜 추천템에 못들었는지 궁금해요!!!!,근데 아임프롬은 왜 추천템에 못들었는지 궁금해요!!!!,2
b:brand,오아드,1,2,2.0,1,2026-03,2026-03,1,1,2,thin,오아드 진짜 지속력 쩔어요♥ 언니가 저번에 오아드 틴트 추천해줘서 써봤는데 진짜 잘 쓰고 있어요ㅜ!!,오아드 진짜 지속력 쩔어요♥ 언니가 저번에 오아드 틴트 추천해줘서 써봤는데 진짜 잘 쓰고 있어요ㅜ!!,2
b:brand,입생로랑,1,1,1.0,0,2025-08,2025-08,1,1,1,thin,입생로랑이랑 메이크업포에버 발렌티노 쿠션 비교했을때 궁금해요!,입생로랑이랑 메이크업포에버 발렌티노 쿠션 비교했을때 궁금해요!,1
b:brand,달바,1,1,1.0,1,2026-04,2026-04,1,1,1,thin,(심지어 달바마저 조금은 건조함)꼭 다뤄주시면 좋겠습니다.,(심지어 달바마저 조금은 건조함)꼭 다뤄주시면 좋겠습니다.,1
b:brand,디오프러스,1,1,1.0,1,2026-08,2026-08,1,1,1,thin,디오프러스 두 제품 모두 직접 사용해보고 차이도 비교해보고 싶어요,디오프러스 두 제품 모두 직접 사용해보고 차이도 비교해보고 싶어요,1
b:brand,로레알 프로페셔널,1,1,1.0,0,2025-08,2025-08,1,1,1,thin,혹시 올영에서 가장비싼샴푸이고 수많은 고급살롱에서 쓰이고있는 로레알 프로페셔널 앱솔루트 리페어 몰큘러샴푸도 한번 분석부탁드립니다,혹시 올영에서 가장비싼샴푸이고 수많은 고급살롱에서 쓰이고있는 로레알 프로페셔널 앱솔루트 리페어 몰큘러샴푸도 한번 분석부탁드립니다,1
b:brand,엘라스틴,1,1,1.0,0,2025-08,2025-08,1,1,1,thin,원장님 엘라스틴꿈  시술을 한번 받아볼까 생각하고 있는데 정확히 어떤건지 강의좀 부탁들어요,원장님 엘라스틴꿈  시술을 한번 받아볼까 생각하고 있는데 정확히 어떤건지 강의좀 부탁들어요,1
b:brand,로벡틴,1,1,1.0,0,2025-08,2025-08,1,1,1,thin,호옥시 로벡틴 공구는 또 언제하실까요옹 ❤?,호옥시 로벡틴 공구는 또 언제하실까요옹 ❤?,1
b:brand,밀크바오밥,1,1,1.0,1,2025-10,2025-10,1,1,1,thin,밀크바오밥 추천제품 실리콘프리 안내가 맞는건지 확인및답변부탁드립니다,밀크바오밥 추천제품 실리콘프리 안내가 맞는건지 확인및답변부탁드립니다,1
b:brand,스팀베이스,1,1,1.0,1,2025-11,2025-11,1,1,1,thin,혹시 다음에 또 하신다면 스팀베이스랑 라보에이치도 부탁드려용..!,혹시 다음에 또 하신다면 스팀베이스랑 라보에이치도 부탁드려용..!,1
b:brand,라우쉬,1,1,1.0,0,2025-08,2025-08,1,1,1,thin,라우쉬 제품 샴푸 컨디셔너 토닉 별로 비교해주세여!!,라우쉬 제품 샴푸 컨디셔너 토닉 별로 비교해주세여!!,1
b:brand,노노어,1,1,1.0,1,2026-01,2026-01,1,1,1,thin,노노어 피치더스트랑 비교도 궁금해요🎉,노노어 피치더스트랑 비교도 궁금해요🎉,1
b:brand,동화약품,1,1,1.0,1,2026-05,2026-05,1,1,1,thin,감사합니다❤ 동화약품 후시다인 선크림도 괜찮던데 리뷰해주세요!,감사합니다❤ 동화약품 후시다인 선크림도 괜찮던데 리뷰해주세요!,1
b:brand,보다나,1,0,0.0,1,2026-08,2026-08,1,1,0,thin,유리님 보다나 마켓 해주세요🩷,유리님 보다나 마켓 해주세요🩷,0
b:brand,스틸라,1,0,0.0,1,2026-01,2026-01,1,1,0,thin,보기만 해도 마음이 풍족해요 ❥･• 코덕의 삶 최고에요🦄 수앤유님 부모님이 스틸라 립아이 치크 스틱 키튼을 잘 사용하셨는데 구매하려니깐 안 팔더라구요 ㅠㅠ대체 상품 추천해 주실 수 있으세요??엄마가 스틱이라 편하고 색상 예쁘다고 잘 사용하셨던 거라 ㅠㅠ,보기만 해도 마음이 풍족해요 ❥･• 코덕의 삶 최고에요🦄 수앤유님 부모님이 스틸라 립아이 치크 스틱 키튼을 잘 사용하셨는데 구매하려니깐 안 팔더라구요 ㅠㅠ대체 상품 추천해 주실 수 있으세요??엄마가 스틱이라 편하고 색상 예쁘다고 잘 사용하셨던 거라 ㅠㅠ,0
b:brand,디어클레어스,1,0,0.0,1,2026-04,2026-04,1,1,0,thin,수분만 있는 크림류 추천해주실분 계실까요🥺🥺🥺 디어클레어스랑 파티온 크림은 사용중입니다,수분만 있는 크림류 추천해주실분 계실까요🥺🥺🥺 디어클레어스랑 파티온 크림은 사용중입니다,0
b:brand,아크네스,1,0,0.0,1,2026-01,2026-01,1,1,0,thin,새해복 많이 받으시고 이번년도도 좋은 일만 가득하시길 바랍니다 :) 저는 아크네스 패드가 궁금하네요!,새해복 많이 받으시고 이번년도도 좋은 일만 가득하시길 바랍니다 :) 저는 아크네스 패드가 궁금하네요!,0
b:brand,크리스마,1,0,0.0,0,2023-08,2023-08,1,1,0,thin,따니언니!!^^곧 크리스마스니까 크리스마스 만들기 올려 주세요^^,따니언니!!^^곧 크리스마스니까 크리스마스 만들기 올려 주세요^^,0
b:brand,46cm,1,0,0.0,1,2026-08,2026-08,1,1,0,thin,여름용 바디워시 찾고있었는데 소개해주신 46cm 바디워시는 꿉꿉한 체취를 싹 날려주면서 정말 상쾌할것 같아요,여름용 바디워시 찾고있었는데 소개해주신 46cm 바디워시는 꿉꿉한 체취를 싹 날려주면서 정말 상쾌할것 같아요,0
b:brand,셀리맥스,1,0,0.0,1,2025-09,2025-09,1,1,0,thin,오늘 찬스쇼  셀리맥스 구매하고 한 아이디당 리뷰 선물 준다해 2개받고 싶어 동생한테 생일선물로 이거 사서 주라고 했는데 동생이 찬석님은 좋겠다고 언니같은 팬들이 있어 온리 찬석님 이름하나 믿고 일단 그냥 다,오늘 찬스쇼  셀리맥스 구매하고 한 아이디당 리뷰 선물 준다해 2개받고 싶어 동생한테 생일선물로 이거 사서 주라고 했는데 동생이 찬석님은 좋겠다고 언니같은 팬들이 있어 온리 찬석님 이름하나 믿고 일단 그냥 다,0
b:brand,에딧비,1,0,0.0,1,2026-08,2026-08,1,1,0,thin,요즘 에딧비 엠플 비비 많이 뜨던데 그것도 리뷰 해주세요,요즘 에딧비 엠플 비비 많이 뜨던데 그것도 리뷰 해주세요,0
b:brand,비오레,1,0,0.0,1,2026-06,2026-06,1,1,0,thin,비오레 선크림이나 해외선크림도 리뷰보고싶어용,비오레 선크림이나 해외선크림도 리뷰보고싶어용,0
b:brand,꽁래쉬,1,0,0.0,1,2026-03,2026-03,1,1,0,thin,꽁래쉬 뷰러랑 핀셋이 너무 좋다고 난리던데 그것도 리뷰해주세용🙏🏻🙏🏻,꽁래쉬 뷰러랑 핀셋이 너무 좋다고 난리던데 그것도 리뷰해주세용🙏🏻🙏🏻,0
b:brand,지베르니,1,0,0.0,1,2026-03,2026-03,1,1,0,thin,언니 지베르니 쿠션 리뷰 해주세용,언니 지베르니 쿠션 리뷰 해주세용,0
b:brand,닥터엘시아,1,0,0.0,1,2026-03,2026-03,1,1,0,thin,언닝 닥터엘시아 쿠션 리뷰 해주실수 있나요??,언닝 닥터엘시아 쿠션 리뷰 해주실수 있나요??,0
b:brand,돌체앤가바나,1,0,0.0,1,2026-08,2026-08,1,1,0,thin,돌체앤가바나 벨벳 컬렉션도 해주세여ㅠ,돌체앤가바나 벨벳 컬렉션도 해주세여ㅠ,0
b:brand,오울루,1,0,0.0,1,2026-08,2026-08,1,1,0,thin,오울루 버치아토판테놀 쑤고 있는데 비교부탁드려도 될까여?!,오울루 버치아토판테놀 쑤고 있는데 비교부탁드려도 될까여?!,0
b:brand,엠락틴,1,0,0.0,1,2026-05,2026-05,1,1,0,thin,"언니 이건 목욕템은 아니고 목욕후템이지만 만성 모공각화증러로서  엠락틴 바디로션 한번 써봐주세여,,, 사용감은 막 되직촉촉한 느낌이 아니라서 좀 별로 라고 생갓했는데 효과 진짜 좋아요","언니 이건 목욕템은 아니고 목욕후템이지만 만성 모공각화증러로서  엠락틴 바디로션 한번 써봐주세여,,, 사용감은 막 되직촉촉한 느낌이 아니라서 좀 별로 라고 생갓했는데 효과 진짜 좋아요",0
b:brand,레스노베,1,0,0.0,0,2025-08,2025-08,1,1,0,thin,다음에 또 콘텐츠 준비하신다면 레스노베도 부탁드려요~,다음에 또 콘텐츠 준비하신다면 레스노베도 부탁드려요~,0
b:brand,크리스탈,1,0,0.0,1,2026-04,2026-04,1,1,0,thin,크리스탈 데오드란트도 쎄다고 하던데 오늘 소개한 제품이 땀억제 진짜 되나요?,크리스탈 데오드란트도 쎄다고 하던데 오늘 소개한 제품이 땀억제 진짜 되나요?,0
b:brand,자민경,1,0,0.0,1,2026-04,2026-04,1,1,0,thin,언니 혹시 자민경 크레마 카라콜 오리지날 크림 이것도 리뷰해주실 수 있어요??,언니 혹시 자민경 크레마 카라콜 오리지날 크림 이것도 리뷰해주실 수 있어요??,0
b:brand,메이크힐,1,0,0.0,1,2026-02,2026-02,1,1,0,thin,메이크힐 제품 리뷰 해주시면 안될까요?😊😊,메이크힐 제품 리뷰 해주시면 안될까요?😊😊,0
b:brand,플라이밀,1,0,0.0,1,2026-04,2026-04,1,1,0,thin,플라이밀처럼 뭔가 다이어트 보조제 같은 식사 대용식품들도 고르는 방법영상 가능하시다면 부탁드려봅니다!,플라이밀처럼 뭔가 다이어트 보조제 같은 식사 대용식품들도 고르는 방법영상 가능하시다면 부탁드려봅니다!,0
b:brand,청미정,1,0,0.0,1,2026-08,2026-08,1,1,0,thin,청미정 클렌징오일도 리뷰해줬으면 해요..,청미정 클렌징오일도 리뷰해줬으면 해요..,0
b:brand,에스테덤,1,0,0.0,1,2026-04,2026-04,1,1,0,thin,에스테덤 미스트는 림온님 영상 보고 사서 쓰고 있는데 에스테덤 카밍 클렌징 밀크는 혹시 써보셨는지 써보셨으면 어떤지 알려주세요,에스테덤 미스트는 림온님 영상 보고 사서 쓰고 있는데 에스테덤 카밍 클렌징 밀크는 혹시 써보셨는지 써보셨으면 어떤지 알려주세요,0
b:brand,비오템,1,0,0.0,1,2026-04,2026-04,1,1,0,thin,스완님 혹시 비오템이나 랩시리즈 이런건 리뷰 안해주시나요?,스완님 혹시 비오템이나 랩시리즈 이런건 리뷰 안해주시나요?,0
b:brand,아로마티카,1,0,0.0,1,2026-03,2026-03,1,1,0,thin,아로마티카 티트리 추천해주실때 px에 사서 쓰고 있는데 로즈마리가 더 좋나용??,아로마티카 티트리 추천해주실때 px에 사서 쓰고 있는데 로즈마리가 더 좋나용??,0
b:brand,에크멀,1,0,0.0,1,2026-04,2026-04,1,1,0,thin,에크멀 쿠션 리뷰해주세여!!,에크멀 쿠션 리뷰해주세여!!,0
b:brand,오프온,1,0,0.0,1,2025-12,2025-12,1,1,0,thin,오프온에서 좀만 유분기있는 제품 추천해주세요ㅜㅠ,오프온에서 좀만 유분기있는 제품 추천해주세요ㅜㅠ,0
b:brand,모레모,1,0,0.0,1,2025-09,2025-09,1,1,0,thin,모레모 카페인 샴푸 리뉴얼됐던데 여전히 추천템인지 궁금해요ㅠㅠ,모레모 카페인 샴푸 리뉴얼됐던데 여전히 추천템인지 궁금해요ㅠㅠ,0
b:brand,헤브블루,1,0,0.0,1,2025-11,2025-11,1,1,0,thin,"헤브블루 클렌징 밤도 성분 살펴봐주세요,,!!","헤브블루 클렌징 밤도 성분 살펴봐주세요,,!!",0
b:brand,뉴트로지나,1,0,0.0,0,2025-08,2025-08,1,1,0,thin,추워지니 몸에 두드러기처럼 피부가 가렵고 뉴트로지나로 안되어 추천하신 호호바 오일까지 섞어 쓰는데도 보습이 좀 부족한 악악악건성 바디 입니다..바디로션 제품과 사용법도 올려주세용~~,추워지니 몸에 두드러기처럼 피부가 가렵고 뉴트로지나로 안되어 추천하신 호호바 오일까지 섞어 쓰는데도 보습이 좀 부족한 악악악건성 바디 입니다..바디로션 제품과 사용법도 올려주세용~~,0
b:brand,헤어플러스,1,0,0.0,0,2025-08,2025-08,1,1,0,thin,다음에는 헤어플러스 신상 라인 위주로 다뤄주세요~,다음에는 헤어플러스 신상 라인 위주로 다뤄주세요~,0
b:brand,닥터브로너스,1,0,0.0,0,2024-08,2024-08,1,1,0,thin,혹시 닥터브로너스도 리뷰 부탁드립니다 ㅠ,혹시 닥터브로너스도 리뷰 부탁드립니다 ㅠ,0
b:brand,에센허브,1,0,0.0,1,2026-08,2026-08,1,1,0,thin,"특히, 에센허브의 티트리 100 오일 면봉과 티트리 수딩 인 카밍 크림을 사용해주면 훨씬 빠르게 염증이 가라앉을 수 있을 것 같아 정말 기대됩니다.","특히, 에센허브의 티트리 100 오일 면봉과 티트리 수딩 인 카밍 크림을 사용해주면 훨씬 빠르게 염증이 가라앉을 수 있을 것 같아 정말 기대됩니다.",0
